chrom	type	start	end	strand	attributes
chr11	gene	124036012	124041324	-	ID=ENSG00000182634.9;gene_id=ENSG00000182634.9;gene_type=protein_coding;gene_name=OR10G7;level=2;hgnc_id=HGNC:14842;havana_gene=OTTHUMG00000165969.4
chr11	gene	124115403	124147720	+	ID=ENSG00000110002.16;gene_id=ENSG00000110002.16;gene_type=protein_coding;gene_name=VWA5A;level=1;hgnc_id=HGNC:6658;havana_gene=OTTHUMG00000165971.3
chr11	gene	124183344	124188779	+	ID=ENSG00000197309.5;gene_id=ENSG00000197309.5;gene_type=protein_coding;gene_name=OR10D3;level=2;hgnc_id=HGNC:8168;havana_gene=OTTHUMG00000165166.3
chr11	gene	124211706	124215827	+	ID=ENSG00000255425.6;gene_id=ENSG00000255425.6;gene_type=protein_coding;gene_name=OR8G3P;level=2;hgnc_id=HGNC:14698;havana_gene=OTTHUMG00000165972.3
chr11	gene	124224731	124225665	+	ID=ENSG00000181214.8;gene_id=ENSG00000181214.8;gene_type=protein_coding;gene_name=OR8G2P;level=2;hgnc_id=HGNC:8485;havana_gene=OTTHUMG00000154394.2
chr11	gene	124241094	124254363	+	ID=ENSG00000197849.7;gene_id=ENSG00000197849.7;gene_type=protein_coding;gene_name=OR8G1;level=2;hgnc_id=HGNC:8484;havana_gene=OTTHUMG00000189223.3
chr11	gene	124256375	124266223	+	ID=ENSG00000255298.5;gene_id=ENSG00000255298.5;gene_type=protein_coding;gene_name=OR8G5;level=2;hgnc_id=HGNC:19622;havana_gene=OTTHUMG00000186059.3
chr11	gene	124302830	124315098	-	ID=ENSG00000196341.3;gene_id=ENSG00000196341.3;gene_type=protein_coding;gene_name=OR8D1;level=2;hgnc_id=HGNC:8481;havana_gene=OTTHUMG00000165977.2
chr11	gene	124319261	124320196	-	ID=ENSG00000279116.3;gene_id=ENSG00000279116.3;gene_type=protein_coding;gene_name=OR8D2;level=2;hgnc_id=HGNC:8482;havana_gene=OTTHUMG00000165978.1
chr11	gene	124382393	124384498	-	ID=ENSG00000284680.3;gene_id=ENSG00000284680.3;gene_type=protein_coding;gene_name=OR8B2;level=2;hgnc_id=HGNC:8471;havana_gene=OTTHUMG00000165982.2
chr11	gene	124395533	124399023	-	ID=ENSG00000284609.2;gene_id=ENSG00000284609.2;gene_type=protein_coding;gene_name=OR8B3;level=2;hgnc_id=HGNC:8472;havana_gene=OTTHUMG00000165983.2
chr11	gene	124423941	124424870	-	ID=ENSG00000280090.3;gene_id=ENSG00000280090.3;gene_type=protein_coding;gene_name=OR8B4;level=2;hgnc_id=HGNC:8473;havana_gene=OTTHUMG00000165916.1
chr11	gene	124437444	124445695	-	ID=ENSG00000197125.3;gene_id=ENSG00000197125.3;gene_type=protein_coding;gene_name=OR8B8;level=2;hgnc_id=HGNC:8477;havana_gene=OTTHUMG00000165917.2
chr11	gene	124539634	124545332	-	ID=ENSG00000170953.4;gene_id=ENSG00000170953.4;gene_type=protein_coding;gene_name=OR8B12;level=2;hgnc_id=HGNC:15307;havana_gene=OTTHUMG00000165922.2
chr11	gene	124566659	124582941	+	ID=ENSG00000196119.8;gene_id=ENSG00000196119.8;gene_type=protein_coding;gene_name=OR8A1;level=2;hgnc_id=HGNC:8469;havana_gene=OTTHUMG00000165923.3
chr11	gene	124611427	124620355	+	ID=ENSG00000154143.3;gene_id=ENSG00000154143.3;gene_type=protein_coding;gene_name=PANX3;level=2;hgnc_id=HGNC:20573;havana_gene=OTTHUMG00000165925.2
chr11	gene	124622835	124635925	+	ID=ENSG00000154144.13;gene_id=ENSG00000154144.13;gene_type=protein_coding;gene_name=TBRG1;level=1;hgnc_id=HGNC:29551;havana_gene=OTTHUMG00000153024.5
chr11	gene	124633112	124695706	-	ID=ENSG00000110013.13;gene_id=ENSG00000110013.13;gene_type=protein_coding;gene_name=SIAE;level=2;hgnc_id=HGNC:18187;havana_gene=OTTHUMG00000165926.3
chr11	gene	124673843	124697517	+	ID=ENSG00000064199.7;gene_id=ENSG00000064199.7;gene_type=protein_coding;gene_name=SPA17;level=2;hgnc_id=HGNC:11210;havana_gene=OTTHUMG00000165927.1
chr11	gene	124739941	124747209	+	ID=ENSG00000154146.13;gene_id=ENSG00000154146.13;gene_type=protein_coding;gene_name=NRGN;level=2;hgnc_id=HGNC:8000;havana_gene=OTTHUMG00000165928.4
chr11	gene	124747473	124752254	-	ID=ENSG00000019102.12;gene_id=ENSG00000019102.12;gene_type=protein_coding;gene_name=VSIG2;level=2;hgnc_id=HGNC:17149;havana_gene=OTTHUMG00000150357.2
chr11	gene	124752582	124762289	-	ID=ENSG00000149564.12;gene_id=ENSG00000149564.12;gene_type=protein_coding;gene_name=ESAM;level=1;hgnc_id=HGNC:17474;havana_gene=OTTHUMG00000151986.3
chr11	gene	124766497	124800705	-	ID=ENSG00000120458.13;gene_id=ENSG00000120458.13;gene_type=protein_coding;gene_name=MSANTD2;level=1;hgnc_id=HGNC:26266;havana_gene=OTTHUMG00000165931.4
chr11	gene	124865431	124881470	+	ID=ENSG00000154134.15;gene_id=ENSG00000154134.15;gene_type=protein_coding;gene_name=ROBO3;level=1;hgnc_id=HGNC:13433;havana_gene=OTTHUMG00000165934.3
chr11	gene	124883690	124898499	-	ID=ENSG00000154133.15;gene_id=ENSG00000154133.15;gene_type=protein_coding;gene_name=ROBO4;level=2;hgnc_id=HGNC:17985;havana_gene=OTTHUMG00000165936.3
chr11	gene	124919204	124936411	-	ID=ENSG00000165478.8;gene_id=ENSG00000165478.8;gene_type=protein_coding;gene_name=HEPACAM;level=2;hgnc_id=HGNC:26361;havana_gene=OTTHUMG00000165938.2
chr11	gene	124919249	124920676	+	ID=ENSG00000221932.7;gene_id=ENSG00000221932.7;gene_type=protein_coding;gene_name=HEPN1;level=2;hgnc_id=HGNC:34400;havana_gene=OTTHUMG00000165939.1
chr11	gene	124954120	125041488	+	ID=ENSG00000149548.15;gene_id=ENSG00000149548.15;gene_type=protein_coding;gene_name=CCDC15;level=1;hgnc_id=HGNC:25798;havana_gene=OTTHUMG00000165940.2
chr11	gene	125063301	125090515	+	ID=ENSG00000134955.12;gene_id=ENSG00000134955.12;gene_type=protein_coding;gene_name=SLC37A2;level=2;hgnc_id=HGNC:20644;havana_gene=OTTHUMG00000165879.4
chr11	gene	125094388	125111762	-	ID=ENSG00000150433.10;gene_id=ENSG00000150433.10;gene_type=protein_coding;gene_name=TMEM218;level=1;hgnc_id=HGNC:27344;havana_gene=OTTHUMG00000165880.2
chr11	gene	125164686	125433388	+	ID=ENSG00000165495.16;gene_id=ENSG00000165495.16;gene_type=protein_coding;gene_name=PKNOX2;level=2;hgnc_id=HGNC:16714;tag=ncRNA_host,overlapping_locus;havana_gene=OTTHUMG00000165884.5
chr11	gene	125442880	125592567	-	ID=ENSG00000149557.14;gene_id=ENSG00000149557.14;gene_type=protein_coding;gene_name=FEZ1;level=1;hgnc_id=HGNC:3659;havana_gene=OTTHUMG00000165886.8
chr11	gene	125569279	125584683	+	ID=ENSG00000149547.15;gene_id=ENSG00000149547.15;gene_type=protein_coding;gene_name=EI24;level=1;hgnc_id=HGNC:13276;tag=ncRNA_host;havana_gene=OTTHUMG00000165851.8
chr11	gene	125591711	125625214	+	ID=ENSG00000134910.14;gene_id=ENSG00000134910.14;gene_type=protein_coding;gene_name=STT3A;level=1;hgnc_id=HGNC:6172;havana_gene=OTTHUMG00000165852.7
chr11	gene	125625162	125676254	+	ID=ENSG00000149554.14;gene_id=ENSG00000149554.14;gene_type=protein_coding;gene_name=CHEK1;level=2;hgnc_id=HGNC:1925;tag=ncRNA_host;havana_gene=OTTHUMG00000165853.13
chr11	gene	125671521	125680873	-	ID=ENSG00000134940.14;gene_id=ENSG00000134940.14;gene_type=protein_coding;gene_name=ACRV1;level=2;hgnc_id=HGNC:127;havana_gene=OTTHUMG00000165854.2
chr11	gene	125746278	125749866	+	ID=ENSG00000171053.10;gene_id=ENSG00000171053.10;gene_type=protein_coding;gene_name=PATE1;level=2;hgnc_id=HGNC:24664;havana_gene=OTTHUMG00000165855.3
chr11	gene	125776112	125778827	-	ID=ENSG00000196844.9;gene_id=ENSG00000196844.9;gene_type=protein_coding;gene_name=PATE2;level=2;hgnc_id=HGNC:32249;havana_gene=OTTHUMG00000165856.2
chr11	gene	125788126	125791599	+	ID=ENSG00000236027.3;gene_id=ENSG00000236027.3;gene_type=protein_coding;gene_name=PATE3;level=2;hgnc_id=HGNC:35426;havana_gene=OTTHUMG00000165857.2
chr11	gene	125833315	125840071	+	ID=ENSG00000237353.7;gene_id=ENSG00000237353.7;gene_type=protein_coding;gene_name=PATE4;level=1;hgnc_id=HGNC:35427;havana_gene=OTTHUMG00000165235.3
chr11	gene	125883613	125900645	+	ID=ENSG00000198331.11;gene_id=ENSG00000198331.11;gene_type=protein_coding;gene_name=HYLS1;level=2;hgnc_id=HGNC:26558;havana_gene=OTTHUMG00000165858.1
chr11	gene	125893484	125903220	-	ID=ENSG00000110060.9;gene_id=ENSG00000110060.9;gene_type=protein_coding;gene_name=PUS3;level=2;hgnc_id=HGNC:25461;havana_gene=OTTHUMG00000165870.5
chr11	gene	125903347	125943701	+	ID=ENSG00000109832.14;gene_id=ENSG00000109832.14;gene_type=protein_coding;gene_name=DDX25;level=1;hgnc_id=HGNC:18698;havana_gene=OTTHUMG00000165859.9
chr11	gene	125946043	125958646	+	ID=ENSG00000283703.3;gene_id=ENSG00000283703.3;gene_type=protein_coding;gene_name=VSIG10L2;level=2;hgnc_id=HGNC:27879;havana_gene=OTTHUMG00000165861.5
chr11	gene	125955795	126063334	-	ID=ENSG00000064309.16;gene_id=ENSG00000064309.16;gene_type=protein_coding;gene_name=CDON;level=2;hgnc_id=HGNC:17104;havana_gene=OTTHUMG00000165862.3
chr11	gene	126202095	126211691	-	ID=ENSG00000165526.9;gene_id=ENSG00000165526.9;gene_type=protein_coding;gene_name=RPUSD4;level=2;hgnc_id=HGNC:25898;tag=overlapping_locus;havana_gene=OTTHUMG00000165815.5
chr11	gene	126211723	126262983	+	ID=ENSG00000197798.9;gene_id=ENSG00000197798.9;gene_type=protein_coding;gene_name=FAM118B;level=1;hgnc_id=HGNC:26110;tag=ncRNA_host;havana_gene=OTTHUMG00000165817.4
chr11	gene	126262937	126269143	-	ID=ENSG00000182934.12;gene_id=ENSG00000182934.12;gene_type=protein_coding;gene_name=SRPRA;level=1;hgnc_id=HGNC:11307;havana_gene=OTTHUMG00000165826.3
chr11	gene	126269023	126278130	+	ID=ENSG00000110074.12;gene_id=ENSG00000110074.12;gene_type=protein_coding;gene_name=FOXRED1;level=2;hgnc_id=HGNC:26927;havana_gene=OTTHUMG00000165827.2
chr11	gene	126282496	126298844	+	ID=ENSG00000150455.15;gene_id=ENSG00000150455.15;gene_type=protein_coding;gene_name=TIRAP;level=1;hgnc_id=HGNC:17192;havana_gene=OTTHUMG00000140373.4
chr11	gene	126304059	126350004	+	ID=ENSG00000110063.10;gene_id=ENSG00000110063.10;gene_type=protein_coding;gene_name=DCPS;level=2;hgnc_id=HGNC:29812;havana_gene=OTTHUMG00000165829.4
chr11	gene	126355639	126440343	+	ID=ENSG00000110080.20;gene_id=ENSG00000110080.20;gene_type=protein_coding;gene_name=ST3GAL4;level=1;hgnc_id=HGNC:10864;havana_gene=OTTHUMG00000165830.4
chr11	gene	126423357	127003459	-	ID=ENSG00000149571.12;gene_id=ENSG00000149571.12;gene_type=protein_coding;gene_name=KIRREL3;level=2;hgnc_id=HGNC:23204;tag=ncRNA_host,overlapping_locus;havana_gene=OTTHUMG00000165831.3
chr11	gene	128458760	128587557	-	ID=ENSG00000134954.14;gene_id=ENSG00000134954.14;gene_type=protein_coding;gene_name=ETS1;level=1;hgnc_id=HGNC:3488;havana_gene=OTTHUMG00000165799.4
chr11	gene	128686534	128813266	+	ID=ENSG00000151702.18;gene_id=ENSG00000151702.18;gene_type=protein_coding;gene_name=FLI1;level=1;hgnc_id=HGNC:3749;havana_gene=OTTHUMG00000165792.5
chr11	gene	128836314	128867372	-	ID=ENSG00000151704.16;gene_id=ENSG00000151704.16;gene_type=protein_coding;gene_name=KCNJ1;level=1;hgnc_id=HGNC:6255;havana_gene=OTTHUMG00000048247.4
chr11	gene	128891355	128921162	+	ID=ENSG00000120457.12;gene_id=ENSG00000120457.12;gene_type=protein_coding;gene_name=KCNJ5;level=1;hgnc_id=HGNC:6266;havana_gene=OTTHUMG00000165795.3
chr11	gene	128934730	128943398	-	ID=ENSG00000120471.16;gene_id=ENSG00000120471.16;gene_type=protein_coding;gene_name=TP53AIP1;level=2;hgnc_id=HGNC:29984;havana_gene=OTTHUMG00000165797.3
chr11	gene	128965059	129279323	-	ID=ENSG00000134909.19;gene_id=ENSG00000134909.19;gene_type=protein_coding;gene_name=ARHGAP32;level=1;hgnc_id=HGNC:17399;tag=ncRNA_host;havana_gene=OTTHUMG00000165774.4
chr11	gene	129375847	129452278	+	ID=ENSG00000043039.7;gene_id=ENSG00000043039.7;gene_type=protein_coding;gene_name=BARX2;level=2;hgnc_id=HGNC:956;havana_gene=OTTHUMG00000165776.5
chr11	gene	129815847	129860002	+	ID=ENSG00000151715.8;gene_id=ENSG00000151715.8;gene_type=protein_coding;gene_name=TMEM45B;level=1;hgnc_id=HGNC:25194;havana_gene=OTTHUMG00000165760.4
chr11	gene	129863635	129895589	-	ID=ENSG00000170322.15;gene_id=ENSG00000170322.15;gene_type=protein_coding;gene_name=NFRKB;level=2;hgnc_id=HGNC:7802;havana_gene=OTTHUMG00000165761.4
chr11	gene	129899705	130002834	-	ID=ENSG00000170325.16;gene_id=ENSG00000170325.16;gene_type=protein_coding;gene_name=PRDM10;level=1;hgnc_id=HGNC:13995;havana_gene=OTTHUMG00000165762.2
chr11	gene	130068146	130144810	+	ID=ENSG00000084234.18;gene_id=ENSG00000084234.18;gene_type=protein_coding;gene_name=APLP2;level=1;hgnc_id=HGNC:598;havana_gene=OTTHUMG00000165767.5
chr11	gene	130159781	130210361	+	ID=ENSG00000149418.11;gene_id=ENSG00000149418.11;gene_type=protein_coding;gene_name=ST14;level=2;hgnc_id=HGNC:11344;havana_gene=OTTHUMG00000165768.2
chr11	gene	130226676	130314916	-	ID=ENSG00000196323.14;gene_id=ENSG00000196323.14;gene_type=protein_coding;gene_name=ZBTB44;level=1;hgnc_id=HGNC:25001;tag=overlapping_locus;havana_gene=OTTHUMG00000165769.5
chr11	gene	130404922	130428608	-	ID=ENSG00000134917.10;gene_id=ENSG00000134917.10;gene_type=protein_coding;gene_name=ADAMTS8;level=2;hgnc_id=HGNC:224;havana_gene=OTTHUMG00000165656.3
chr11	gene	130448644	130476644	+	ID=ENSG00000166106.4;gene_id=ENSG00000166106.4;gene_type=protein_coding;gene_name=ADAMTS15;level=2;hgnc_id=HGNC:16305;havana_gene=OTTHUMG00000165657.2
chr11	gene	130866249	130916478	-	ID=ENSG00000120451.11;gene_id=ENSG00000120451.11;gene_type=protein_coding;gene_name=SNX19;level=2;hgnc_id=HGNC:21532;havana_gene=OTTHUMG00000165663.1
chr11	gene	131370477	132336821	+	ID=ENSG00000182667.15;gene_id=ENSG00000182667.15;gene_type=protein_coding;gene_name=NTM;level=1;hgnc_id=HGNC:17941;tag=ncRNA_host,overlapping_locus;havana_gene=OTTHUMG00000066364.16
chr11	gene	132414976	133532500	-	ID=ENSG00000183715.15;gene_id=ENSG00000183715.15;gene_type=protein_coding;gene_name=OPCML;level=2;hgnc_id=HGNC:8143;tag=overlapping_locus;havana_gene=OTTHUMG00000163658.4
chr11	gene	133840630	133845537	-	ID=ENSG00000166118.8;gene_id=ENSG00000166118.8;gene_type=protein_coding;gene_name=SPATA19;level=2;hgnc_id=HGNC:30614;havana_gene=OTTHUMG00000167120.2
chr11	gene	133896437	133956967	-	ID=ENSG00000080854.16;gene_id=ENSG00000080854.16;gene_type=protein_coding;gene_name=IGSF9B;level=1;hgnc_id=HGNC:32326;tag=ncRNA_host;havana_gene=OTTHUMG00000167124.4
chr11	gene	134069070	134152000	+	ID=ENSG00000166086.13;gene_id=ENSG00000166086.13;gene_type=protein_coding;gene_name=JAM3;level=1;hgnc_id=HGNC:15532;havana_gene=OTTHUMG00000167130.7
chr11	gene	134150112	134225503	-	ID=ENSG00000151503.14;gene_id=ENSG00000151503.14;gene_type=protein_coding;gene_name=NCAPD3;level=1;hgnc_id=HGNC:28952;havana_gene=OTTHUMG00000167172.6
chr11	gene	134224670	134247787	+	ID=ENSG00000151502.11;gene_id=ENSG00000151502.11;gene_type=protein_coding;gene_name=VPS26B;level=2;hgnc_id=HGNC:28119;havana_gene=OTTHUMG00000167175.5
chr11	gene	134248278	134253369	-	ID=ENSG00000151500.15;gene_id=ENSG00000151500.15;gene_type=protein_coding;gene_name=THYN1;level=2;hgnc_id=HGNC:29560;havana_gene=OTTHUMG00000167176.2
chr11	gene	134253547	134265854	+	ID=ENSG00000151498.12;gene_id=ENSG00000151498.12;gene_type=protein_coding;gene_name=ACAD8;level=2;hgnc_id=HGNC:87;havana_gene=OTTHUMG00000167177.1
chr11	gene	134274244	134319563	+	ID=ENSG00000166105.16;gene_id=ENSG00000166105.16;gene_type=protein_coding;gene_name=GLB1L3;level=2;hgnc_id=HGNC:25147;havana_gene=OTTHUMG00000133524.4
chr11	gene	134331873	134378340	+	ID=ENSG00000149328.15;gene_id=ENSG00000149328.15;gene_type=protein_coding;gene_name=GLB1L2;level=2;hgnc_id=HGNC:25129;havana_gene=OTTHUMG00000167179.3
chr11	gene	134378503	134412241	-	ID=ENSG00000109956.13;gene_id=ENSG00000109956.13;gene_type=protein_coding;gene_name=B3GAT1;level=2;hgnc_id=HGNC:921;havana_gene=OTTHUMG00000167180.2
chr12	gene	66766	178454	+	ID=ENSG00000120645.12;gene_id=ENSG00000120645.12;gene_type=protein_coding;gene_name=IQSEC3;level=1;hgnc_id=HGNC:29193;havana_gene=OTTHUMG00000167975.5
chr12	gene	190076	214569	-	ID=ENSG00000111181.13;gene_id=ENSG00000111181.13;gene_type=protein_coding;gene_name=SLC6A12;level=2;hgnc_id=HGNC:11045;havana_gene=OTTHUMG00000090309.7
chr12	gene	220620	262872	-	ID=ENSG00000010379.16;gene_id=ENSG00000010379.16;gene_type=protein_coding;gene_name=SLC6A13;level=2;hgnc_id=HGNC:11046;tag=overlapping_locus;havana_gene=OTTHUMG00000168053.4
chr12	gene	280056	389319	-	ID=ENSG00000073614.13;gene_id=ENSG00000073614.13;gene_type=protein_coding;gene_name=KDM5A;level=2;hgnc_id=HGNC:9886;havana_gene=OTTHUMG00000168055.3
chr12	gene	389272	442641	+	ID=ENSG00000120647.10;gene_id=ENSG00000120647.10;gene_type=protein_coding;gene_name=CCDC77;level=1;hgnc_id=HGNC:28203;havana_gene=OTTHUMG00000129214.4
chr12	gene	459938	563508	+	ID=ENSG00000139044.12;gene_id=ENSG00000139044.12;gene_type=protein_coding;gene_name=B4GALNT3;level=1;hgnc_id=HGNC:24137;havana_gene=OTTHUMG00000129283.7
chr12	gene	564295	663588	-	ID=ENSG00000171840.13;gene_id=ENSG00000171840.13;gene_type=protein_coding;gene_name=NINJ2;level=2;hgnc_id=HGNC:7825;tag=ncRNA_host,overlapping_locus;havana_gene=OTTHUMG00000090311.5
chr12	gene	752578	911451	+	ID=ENSG00000060237.19;gene_id=ENSG00000060237.19;gene_type=protein_coding;gene_name=WNK1;level=1;hgnc_id=HGNC:14540;tag=ncRNA_host;havana_gene=OTTHUMG00000090321.6
chr12	gene	911735	990052	-	ID=ENSG00000002016.18;gene_id=ENSG00000002016.18;gene_type=protein_coding;gene_name=RAD52;level=2;hgnc_id=HGNC:9824;tag=overlapping_locus;havana_gene=OTTHUMG00000090361.6
chr12	gene	990508	1495932	+	ID=ENSG00000082805.21;gene_id=ENSG00000082805.21;gene_type=protein_coding;gene_name=ERC1;level=1;hgnc_id=HGNC:17072;tag=overlapping_locus;havana_gene=OTTHUMG00000130138.14
chr12	gene	1529890	1647211	+	ID=ENSG00000111186.13;gene_id=ENSG00000111186.13;gene_type=protein_coding;gene_name=WNT5B;level=1;hgnc_id=HGNC:16265;havana_gene=OTTHUMG00000090375.4
chr12	gene	1565992	1594580	-	ID=ENSG00000171823.7;gene_id=ENSG00000171823.7;gene_type=protein_coding;gene_name=FBXL14;level=2;hgnc_id=HGNC:28624;havana_gene=OTTHUMG00000090369.4
chr12	gene	1688573	1788673	+	ID=ENSG00000006831.10;gene_id=ENSG00000006831.10;gene_type=protein_coding;gene_name=ADIPOR2;level=1;hgnc_id=HGNC:24041;havana_gene=OTTHUMG00000130139.3
chr12	gene	1791962	1918665	-	ID=ENSG00000151062.15;gene_id=ENSG00000151062.15;gene_type=protein_coding;gene_name=CACNA2D4;level=2;hgnc_id=HGNC:20202;havana_gene=OTTHUMG00000168111.6
chr12	gene	1820266	1836752	+	ID=ENSG00000166159.11;gene_id=ENSG00000166159.11;gene_type=protein_coding;gene_name=LRTM2;level=2;hgnc_id=HGNC:32443;havana_gene=OTTHUMG00000168088.4
chr12	gene	1946052	2004534	-	ID=ENSG00000151065.14;gene_id=ENSG00000151065.14;gene_type=protein_coding;gene_name=DCP1B;level=1;hgnc_id=HGNC:24451;havana_gene=OTTHUMG00000168113.4
chr12	gene	1970771	2697949	+	ID=ENSG00000151067.23;gene_id=ENSG00000151067.23;gene_type=protein_coding;gene_name=CACNA1C;level=2;hgnc_id=HGNC:1390;tag=overlapping_locus;havana_gene=OTTHUMG00000150243.13
chr12	gene	2794969	2805422	+	ID=ENSG00000004478.8;gene_id=ENSG00000004478.8;gene_type=protein_coding;gene_name=FKBP4;level=2;hgnc_id=HGNC:3720;havana_gene=OTTHUMG00000090429.4
chr12	gene	2812621	2859790	+	ID=ENSG00000111203.13;gene_id=ENSG00000111203.13;gene_type=protein_coding;gene_name=ITFG2;level=2;hgnc_id=HGNC:30879;havana_gene=OTTHUMG00000130617.5
chr12	gene	2825347	2835543	-	ID=ENSG00000053702.15;gene_id=ENSG00000053702.15;gene_type=protein_coding;gene_name=NRIP2;level=2;hgnc_id=HGNC:23078;havana_gene=OTTHUMG00000130616.6
chr12	gene	2849045	2857038	-	ID=ENSG00000283297.2;gene_id=ENSG00000283297.2;gene_type=protein_coding;gene_name=TEX52;level=2;hgnc_id=HGNC:53643;havana_gene=OTTHUMG00000191716.2
chr12	gene	2857679	2877173	-	ID=ENSG00000111206.13;gene_id=ENSG00000111206.13;gene_type=protein_coding;gene_name=FOXM1;level=2;hgnc_id=HGNC:3818;havana_gene=OTTHUMG00000168118.2
chr12	gene	2876257	2889523	+	ID=ENSG00000171792.11;gene_id=ENSG00000171792.11;gene_type=protein_coding;gene_name=RHNO1;level=1;hgnc_id=HGNC:28206;tag=overlapping_locus;havana_gene=OTTHUMG00000158557.4
chr12	gene	2877222	2941137	+	ID=ENSG00000078246.17;gene_id=ENSG00000078246.17;gene_type=protein_coding;gene_name=TULP3;level=1;hgnc_id=HGNC:12425;tag=overlapping_locus;havana_gene=OTTHUMG00000168152.3
chr12	gene	2959329	3040675	+	ID=ENSG00000197905.10;gene_id=ENSG00000197905.10;gene_type=protein_coding;gene_name=TEAD4;level=2;hgnc_id=HGNC:11717;havana_gene=OTTHUMG00000168153.3
chr12	gene	3077354	3286563	+	ID=ENSG00000011105.14;gene_id=ENSG00000011105.14;gene_type=protein_coding;gene_name=TSPAN9;level=2;hgnc_id=HGNC:21640;tag=ncRNA_host,overlapping_locus;havana_gene=OTTHUMG00000150333.7
chr12	gene	3381348	3593972	+	ID=ENSG00000111218.12;gene_id=ENSG00000111218.12;gene_type=protein_coding;gene_name=PRMT8;level=2;hgnc_id=HGNC:5188;tag=overlapping_locus;havana_gene=OTTHUMG00000128493.6
chr12	gene	3606632	3764818	-	ID=ENSG00000130038.10;gene_id=ENSG00000130038.10;gene_type=protein_coding;gene_name=CRACR2A;level=2;hgnc_id=HGNC:28657;tag=ncRNA_host,overlapping_locus;havana_gene=OTTHUMG00000168185.3
chr12	gene	3791046	3873447	-	ID=ENSG00000111224.14;gene_id=ENSG00000111224.14;gene_type=protein_coding;gene_name=PARP11;level=2;hgnc_id=HGNC:1186;havana_gene=OTTHUMG00000156442.6
chr12	gene	4269770	4305352	+	ID=ENSG00000118971.9;gene_id=ENSG00000118971.9;gene_type=protein_coding;gene_name=CCND2;level=1;hgnc_id=HGNC:1583;tag=overlapping_locus;havana_gene=OTTHUMG00000168123.4
chr12	gene	4273761	4405489	+	ID=ENSG00000285901.2;gene_id=ENSG00000285901.2;gene_type=protein_coding;gene_name=ENSG00000285901;level=2;tag=overlapping_locus,readthrough_gene;havana_gene=OTTHUMG00000193358.1
chr12	gene	4307762	4360027	+	ID=ENSG00000078237.7;gene_id=ENSG00000078237.7;gene_type=protein_coding;gene_name=TIGAR;level=2;hgnc_id=HGNC:1185;tag=overlapping_locus;havana_gene=OTTHUMG00000168124.5
chr12	gene	4368226	4379711	-	ID=ENSG00000118972.3;gene_id=ENSG00000118972.3;gene_type=protein_coding;gene_name=FGF23;level=2;hgnc_id=HGNC:3680;havana_gene=OTTHUMG00000168241.3
chr12	gene	4428154	4445814	-	ID=ENSG00000111241.3;gene_id=ENSG00000111241.3;gene_type=protein_coding;gene_name=FGF6;level=1;hgnc_id=HGNC:3684;havana_gene=OTTHUMG00000168242.1
chr12	gene	4487734	4538507	-	ID=ENSG00000047621.12;gene_id=ENSG00000047621.12;gene_type=protein_coding;gene_name=C12orf4;level=2;hgnc_id=HGNC:1184;havana_gene=OTTHUMG00000168258.6
chr12	gene	4538797	4560046	+	ID=ENSG00000111247.15;gene_id=ENSG00000111247.15;gene_type=protein_coding;gene_name=RAD51AP1;level=1;hgnc_id=HGNC:16956;havana_gene=OTTHUMG00000168125.5
chr12	gene	4562207	4615301	+	ID=ENSG00000010219.14;gene_id=ENSG00000010219.14;gene_type=protein_coding;gene_name=DYRK4;level=2;hgnc_id=HGNC:3095;tag=overlapping_locus;havana_gene=OTTHUMG00000168204.5
chr12	gene	4604943	4662642	+	ID=ENSG00000272921.1;gene_id=ENSG00000272921.1;gene_type=protein_coding;gene_name=ENSG00000272921;level=2;tag=overlapping_locus,readthrough_gene;havana_gene=OTTHUMG00000186348.1
chr12	gene	4615507	4649050	-	ID=ENSG00000111254.8;gene_id=ENSG00000111254.8;gene_type=protein_coding;gene_name=AKAP3;level=1;hgnc_id=HGNC:373;tag=overlapping_locus;havana_gene=OTTHUMG00000168226.5
chr12	gene	4649094	4694316	+	ID=ENSG00000139180.11;gene_id=ENSG00000139180.11;gene_type=protein_coding;gene_name=NDUFA9;level=1;hgnc_id=HGNC:7693;tag=overlapping_locus;havana_gene=OTTHUMG00000168224.7
chr12	gene	4649100	4774183	+	ID=ENSG00000255639.3;gene_id=ENSG00000255639.3;gene_type=protein_coding;gene_name=ENSG00000255639;level=2;tag=readthrough_gene,overlapping_locus;havana_gene=OTTHUMG00000168352.4
chr12	gene	4720399	4851926	+	ID=ENSG00000130035.9;gene_id=ENSG00000130035.9;gene_type=protein_coding;gene_name=GALNT8;level=1;hgnc_id=HGNC:4130;tag=overlapping_locus;havana_gene=OTTHUMG00000166188.6
chr12	gene	4809333	4813317	+	ID=ENSG00000151079.8;gene_id=ENSG00000151079.8;gene_type=protein_coding;gene_name=KCNA6;level=2;hgnc_id=HGNC:6225;tag=overlapping_locus;havana_gene=OTTHUMG00000168225.1
chr12	gene	4909904	4918255	+	ID=ENSG00000111262.6;gene_id=ENSG00000111262.6;gene_type=protein_coding;gene_name=KCNA1;level=2;hgnc_id=HGNC:6218;tag=overlapping_locus;havana_gene=OTTHUMG00000044398.5
